metier;sexe;formation;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;intervalle_revenus;presence_enfants;presence_enfant_conduite_accompagnée;Index
gérant de portefeuille;M;Bachelors;Private;z_SUV;no;2;7;Highly Urban/ Urban;17/04/2022 09:27;complet;dev_integral;(>60k€, 80k€);Oui;Oui;832
moniteur d'activités équestres;F;z_High School;Commercial;Pickup;no;3;;z_Highly Rural/ Rural;20/05/2022 03:29;complet;dev_express;(>20k€, 40k€);Non;Non;833
pisteur secouriste;F;<High School;Private;z_SUV;no;0;1;z_Highly Rural/ Rural;29/01/2022 23:20;complet;dev_integral;(0, 20k€);Non;Non;834
charpentier métallique;M;PhD;Private;z_SUV;no;3;7;Highly Urban/ Urban;01/05/2022 19:40;complet;dev_express;(N/A - Missing Value);Non;Non;835
chercheur en chimie;M;<High School;Private;z_SUV;no;4;1;Highly Urban/ Urban;02/05/2022 20:32;complet;dev_premium;(0, 20k€);Non;Non;836
militaire technicien de l'air (MTA);F;PhD;Commercial;Van;yes;4;17;Highly Urban/ Urban;22/04/2022 21:23;complet;dev_express;(>80k€, 100k€);Non;Non;837
guide-conférencier;M;Masters;Private;z_SUV;no;7;18;Highly Urban/ Urban;24/01/2022 10:55;complet;dev_integral;(>60k€, 80k€);Non;Non;838
responsable assurance qualité;M;PhD;Private;Pickup;no;0;9;Highly Urban/ Urban;23/02/2022 01:41;complet;dev_premium;(>150k€);Non;Non;839
géologue modélisateur;F;z_High School;Commercial;Van;yes;4;1;Highly Urban/ Urban;22/05/2022 10:59;complet;dev_premium;(>60k€, 80k€);Non;Non;840
gendarme;F;z_High School;Private;z_SUV;no;0;1;Highly Urban/ Urban;17/03/2022 14:31;complet;dev_vip;(>20k€, 40k€);Oui;Oui;841
ingénieur essais;F;Masters;Commercial;Panel Truck;yes;0;10;Highly Urban/ Urban;04/04/2022 00:54;complet;dev_express;(>80k€, 100k€);Non;Non;842
formulateur;M;z_High School;Private;Minivan;no;4;4;z_Highly Rural/ Rural;01/05/2022 00:26;complet;dev_integral;(>20k€, 40k€);Non;Non;843
gérant de portefeuille;F;<High School;Commercial;Panel Truck;yes;4;6;Highly Urban/ Urban;02/05/2022 17:11;complet;dev_integral;(>20k€, 40k€);Oui;Non;844
juriste en droit social;F;z_High School;Commercial;Pickup;no;0;7;z_Highly Rural/ Rural;28/03/2022 12:11;complet;dev_integral;(>100k€, 150k€);Oui;Oui;845
boucher;F;PhD;Commercial;Panel Truck;yes;1;12;Highly Urban/ Urban;19/05/2022 17:35;complet;dev_integral;(>150k€);Non;Non;846
chargé de production;M;z_High School;Private;Van;no;0;6;Highly Urban/ Urban;14/05/2022 09:17;complet;dev_express;(>20k€, 40k€);Non;Non;847
ingénieur matériaux;F;PhD;Private;z_SUV;no;0;13;Highly Urban/ Urban;06/05/2022 04:55;complet;dev_premium;(>100k€, 150k€);Oui;Non;848
expert immobilier immobilier;M;z_High School;Commercial;Pickup;no;2;10;Highly Urban/ Urban;25/04/2022 02:13;complet;dev_premium;(>40k€, 60k€);Non;Non;849
"ingénieur recherche et développement (R&amp;D) en agroéquipement";F;Bachelors;Private;z_SUV;no;6;13;Highly Urban/ Urban;18/03/2022 15:22;complet;dev_premium;(>40k€, 60k€);Non;Non;850
professeur des écoles des écoles;F;PhD;Private;Minivan;no;0;17;Highly Urban/ Urban;15/04/2022 20:51;complet;dev_integral;(>150k€);Non;Non;851
spécialiste des affaires réglementaires en chimie;F;Masters;Commercial;Pickup;no;0;9;Highly Urban/ Urban;20/01/2022 21:33;complet;dev_premium;(>100k€, 150k€);Non;Non;852
opérateur de raffinerie;F;z_High School;Commercial;z_SUV;no;4;9;Highly Urban/ Urban;14/03/2022 05:31;complet;dev_vip;(N/A - Missing Value);Non;Non;853
expert bilan carbone;M;z_High School;Private;Sports Car;no;3;12;Highly Urban/ Urban;08/01/2022 07:30;complet;dev_express;(>40k€, 60k€);Non;Non;854
modéliste;F;Bachelors;Private;Sports Car;no;0;6;Highly Urban/ Urban;21/04/2022 14:09;complet;dev_integral;(0, 20k€);Oui;Non;855
maître d'hôtel;F;Bachelors;Private;z_SUV;no;4;;Highly Urban/ Urban;19/02/2022 17:32;complet;dev_premium;(>40k€, 60k€);Non;Non;856
décorateur;M;z_High School;Commercial;Panel Truck;yes;2;8;Highly Urban/ Urban;04/04/2022 09:50;complet;dev_integral;(>40k€, 60k€);Oui;Non;857
fleuriste;M;z_High School;Private;z_SUV;no;4;6;z_Highly Rural/ Rural;17/01/2022 08:07;complet;dev_premium;(>100k€, 150k€);Oui;Oui;858
assistant en architecture;F;PhD;Commercial;Panel Truck;no;5;12;Highly Urban/ Urban;14/01/2022 22:35;complet;dev_express;(>150k€);Non;Non;859
orfèvre;M;Bachelors;Commercial;Van;no;4;13;Highly Urban/ Urban;01/02/2022 10:47;complet;dev_integral;(>100k€, 150k€);Non;Non;860
attaché de presse;F;<High School;Private;z_SUV;no;0;1;Highly Urban/ Urban;03/04/2022 06:07;complet;dev_integral;(>40k€, 60k€);Non;Non;861
ingénieur procédés en chimie;F;PhD;Private;Minivan;no;5;15;z_Highly Rural/ Rural;25/02/2022 19:43;complet;dev_integral;(>20k€, 40k€);Non;Non;862
gardien de police municipale;M;<High School;Private;z_SUV;no;0;5;Highly Urban/ Urban;14/05/2022 23:10;complet;dev_express;(0, 20k€);Oui;Oui;863
administrateur de biens;M;z_High School;Private;Pickup;no;2;1;Highly Urban/ Urban;01/02/2022 20:17;complet;dev_express;(>20k€, 40k€);Non;Non;864
magasinier cariste;F;Masters;Private;Minivan;yes;1;16;Highly Urban/ Urban;09/02/2022 10:27;complet;dev_premium;(>150k€);Non;Non;865
directeur artistique;M;Bachelors;Private;Pickup;yes;3;9;Highly Urban/ Urban;13/01/2022 10:00;complet;dev_integral;(>60k€, 80k€);Oui;Non;866
paysagiste;M;Bachelors;Private;z_SUV;no;0;8;Highly Urban/ Urban;14/05/2022 03:38;complet;dev_express;(>60k€, 80k€);Non;Non;867
mécanicien bateaux;F;Masters;Private;z_SUV;no;3;;Highly Urban/ Urban;27/01/2022 11:04;complet;dev_premium;(>60k€, 80k€);Non;Non;868
charpentier bois;M;Bachelors;Commercial;Van;no;0;7;Highly Urban/ Urban;03/01/2022 08:30;complet;dev_integral;(>40k€, 60k€);Non;Non;869
responsable de scierie;M;z_High School;Commercial;Pickup;no;4;7;Highly Urban/ Urban;26/03/2022 11:54;complet;dev_integral;(0, 20k€);Non;Non;870
bibliothécaire;F;Masters;Private;Minivan;no;0;10;Highly Urban/ Urban;07/03/2022 22:55;complet;dev_integral;(>20k€, 40k€);Oui;Non;871
contrôleur aérien aérienne;M;z_High School;Commercial;z_SUV;no;0;7;Highly Urban/ Urban;01/03/2022 05:37;complet;dev_integral;(>20k€, 40k€);Non;Non;872
consultant en conduite de changement;M;Bachelors;Commercial;z_SUV;yes;0;13;Highly Urban/ Urban;04/05/2022 07:09;complet;dev_integral;(>60k€, 80k€);Non;Non;873
horticulteur;F;Bachelors;Commercial;z_SUV;no;0;12;Highly Urban/ Urban;04/02/2022 19:41;complet;dev_express;(>40k€, 60k€);Non;Non;874
réceptionniste;M;Bachelors;Commercial;Pickup;yes;6;9;Highly Urban/ Urban;26/04/2022 10:16;complet;dev_premium;(>40k€, 60k€);Non;Non;875
auditeur interne;F;Bachelors;Private;Minivan;no;1;7;Highly Urban/ Urban;02/01/2022 05:31;complet;dev_integral;(>80k€, 100k€);Non;Non;876
scripte;M;PhD;Private;Minivan;no;7;22;Highly Urban/ Urban;26/03/2022 09:04;complet;dev_integral;(>100k€, 150k€);Non;Non;877
pharmacien dans l'industrie;M;<High School;Private;Van;yes;3;1;Highly Urban/ Urban;16/01/2022 22:31;complet;dev_integral;(>20k€, 40k€);Non;Non;878
éditeur;F;z_High School;Private;Sports Car;no;0;;Highly Urban/ Urban;26/05/2022 01:56;complet;dev_integral;(>60k€, 80k€);Oui;Non;879
agent de transit;M;z_High School;Commercial;Pickup;yes;0;1;Highly Urban/ Urban;24/03/2022 15:49;complet;dev_express;(>40k€, 60k€);Non;Non;880
ingénieur analyste de l'air;M;<High School;Private;Sports Car;no;2;1;z_Highly Rural/ Rural;20/04/2022 06:44;complet;dev_express;(>40k€, 60k€);Oui;Oui;881
éducateur sportif sportive;M;Bachelors;Private;Pickup;yes;0;9;Highly Urban/ Urban;11/05/2022 12:25;complet;dev_integral;(>80k€, 100k€);Non;Non;882
horticulteur;M;z_High School;Commercial;Minivan;no;0;10;Highly Urban/ Urban;13/01/2022 05:16;complet;dev_express;(>40k€, 60k€);Non;Non;883
gestionnaire de contrats informatiques;F;Masters;Private;Minivan;yes;2;9;Highly Urban/ Urban;21/03/2022 21:34;complet;dev_express;(>80k€, 100k€);Non;Non;884
statisticien en analyse sensorielle;F;Masters;Private;Minivan;no;0;11;z_Highly Rural/ Rural;18/01/2022 19:42;complet;dev_express;(>100k€, 150k€);Non;Non;885
journaliste;F;z_High School;Commercial;z_SUV;no;1;1;Highly Urban/ Urban;13/04/2022 16:21;complet;dev_express;(>40k€, 60k€);Non;Non;886
ingénieur télécoms et réseaux;F;Masters;Commercial;Pickup;no;0;15;Highly Urban/ Urban;24/04/2022 13:56;complet;dev_express;(N/A - Missing Value);Non;Non;887
chargé de valorisation de la recherche;M;z_High School;Commercial;Pickup;no;4;7;Highly Urban/ Urban;10/02/2022 20:57;complet;dev_premium;(0, 20k€);Non;Non;888
convoyeur de fonds;F;<High School;Private;Minivan;yes;0;1;z_Highly Rural/ Rural;28/02/2022 13:38;complet;dev_integral;(0, 20k€);Non;Non;889
ingénieur logiciel;M;z_High School;Private;Pickup;no;0;8;z_Highly Rural/ Rural;05/02/2022 23:52;complet;dev_express;(0, 20k€);Oui;Non;890
enseignant spécialisé spécialisée;M;Bachelors;Private;Pickup;no;1;9;Highly Urban/ Urban;27/03/2022 09:37;complet;dev_express;(>80k€, 100k€);Non;Non;891
sculpteur sur bois;F;<High School;Private;z_SUV;no;2;7;z_Highly Rural/ Rural;05/01/2022 09:36;complet;dev_express;(N/A - Missing Value);Non;Non;892
avocat;M;Masters;Private;Minivan;no;2;14;Highly Urban/ Urban;03/05/2022 13:03;complet;dev_express;(>40k€, 60k€);Non;Non;893
responsable du service après-vente;M;z_High School;Commercial;z_SUV;yes;0;1;Highly Urban/ Urban;26/03/2022 15:22;complet;dev_express;(>20k€, 40k€);Non;Non;894
consultant informatique;F;Masters;Commercial;Panel Truck;no;1;15;Highly Urban/ Urban;31/01/2022 22:44;complet;dev_express;(>20k€, 40k€);Non;Non;895
architecte des systèmes d'information;F;Masters;Private;Minivan;no;1;20;Highly Urban/ Urban;30/04/2022 07:11;complet;dev_express;(>100k€, 150k€);Non;Non;896
mixeur son;F;Masters;Commercial;Panel Truck;no;0;13;Highly Urban/ Urban;04/02/2022 16:10;complet;dev_premium;(>80k€, 100k€);Oui;Non;897
étalagiste;M;z_High School;Private;Sports Car;no;4;9;z_Highly Rural/ Rural;20/01/2022 00:18;complet;dev_integral;(>40k€, 60k€);Oui;Non;898
serrurier dépanneur dépanneuse;F;Masters;Private;Minivan;yes;0;19;Highly Urban/ Urban;22/03/2022 00:59;complet;dev_integral;(>100k€, 150k€);Non;Non;899
soigneur d'animaux;M;Bachelors;Private;Sports Car;no;0;13;Highly Urban/ Urban;31/05/2022 06:29;complet;dev_premium;(0, 20k€);Oui;Non;900
viticulteur;M;z_High School;Commercial;Sports Car;no;4;1;Highly Urban/ Urban;05/01/2022 05:06;complet;dev_integral;(N/A - Missing Value);Non;Non;901
garçon de café;F;Bachelors;Private;Sports Car;yes;10;0;Highly Urban/ Urban;23/04/2022 05:49;complet;dev_express;(0, 20k€);Oui;Non;902
agent de propreté urbaine;F;Bachelors;Private;z_SUV;no;0;1;z_Highly Rural/ Rural;02/05/2022 13:16;complet;dev_express;(>80k€, 100k€);Non;Non;903
élagueur;F;z_High School;Commercial;Minivan;yes;0;10;Highly Urban/ Urban;11/04/2022 11:41;complet;dev_integral;(>40k€, 60k€);Oui;Oui;904
gérant de restauration collective;M;z_High School;Private;z_SUV;no;4;1;Highly Urban/ Urban;04/02/2022 15:17;complet;dev_express;(>80k€, 100k€);Non;Non;905
agent arboricole;F;<High School;Private;Minivan;no;0;1;z_Highly Rural/ Rural;22/01/2022 15:31;complet;dev_vip;(>20k€, 40k€);Non;Non;906
gardien de la paix;M;Bachelors;Private;Minivan;yes;2;11;Highly Urban/ Urban;18/03/2022 16:21;complet;dev_express;(>80k€, 100k€);Non;Non;907
community manager;F;z_High School;Private;Pickup;no;0;6;Highly Urban/ Urban;08/02/2022 16:14;complet;dev_integral;(0, 20k€);Oui;Non;908
collecteur de fonds;M;z_High School;Commercial;z_SUV;no;0;8;z_Highly Rural/ Rural;21/02/2022 08:59;complet;dev_express;(0, 20k€);Oui;Oui;909
juge d'instruction;F;Masters;Commercial;Van;yes;2;;Highly Urban/ Urban;13/01/2022 01:41;complet;dev_integral;(>100k€, 150k€);Non;Non;910
conducteur de machines à papier;F;Masters;Private;Pickup;yes;0;11;Highly Urban/ Urban;20/05/2022 20:26;complet;dev_express;(>60k€, 80k€);Oui;Oui;911
statisticien en géomarketing;M;<High School;Commercial;Pickup;no;2;1;Highly Urban/ Urban;19/02/2022 12:40;complet;dev_express;(>40k€, 60k€);Oui;Non;912
vendeur-magasinier en fournitures automobiles;F;Bachelors;Commercial;Pickup;yes;0;1;Highly Urban/ Urban;13/04/2022 06:07;complet;dev_premium;(>60k€, 80k€);Oui;Non;913
agent de développement des énergies renouvelables;F;z_High School;Commercial;z_SUV;no;0;8;z_Highly Rural/ Rural;25/03/2022 10:32;complet;dev_integral;(>40k€, 60k€);Non;Non;914
collaborateur de notaire de notaire;F;Masters;Private;Sports Car;no;1;17;Highly Urban/ Urban;08/05/2022 03:44;complet;dev_express;(>80k€, 100k€);Non;Non;915
directeur de golf;M;z_High School;Commercial;z_SUV;no;3;8;Highly Urban/ Urban;08/01/2022 09:26;complet;dev_express;(0, 20k€);Oui;Non;916
mécanicien bateaux;F;z_High School;Commercial;Pickup;yes;2;1;z_Highly Rural/ Rural;20/02/2022 21:02;complet;dev_integral;(0, 20k€);Non;Non;917
peintre en bâtiment;F;Bachelors;Commercial;Sports Car;no;1;6;Highly Urban/ Urban;17/02/2022 13:28;complet;dev_integral;(>100k€, 150k€);Non;Non;918
secrétaire d'édition;M;Bachelors;Private;Minivan;no;0;9;Highly Urban/ Urban;24/01/2022 09:56;complet;dev_integral;(>60k€, 80k€);Oui;Non;919
statisticien;F;Bachelors;Private;Sports Car;no;4;14;Highly Urban/ Urban;23/05/2022 04:04;complet;dev_integral;(>60k€, 80k€);Oui;Oui;920
documentaliste;M;z_High School;Commercial;z_SUV;no;0;11;Highly Urban/ Urban;12/05/2022 14:06;complet;dev_express;(>60k€, 80k€);Non;Non;921
juriste droit de l'environnement;M;Bachelors;Private;z_SUV;no;0;6;Highly Urban/ Urban;25/02/2022 05:46;complet;dev_integral;(>60k€, 80k€);Oui;Oui;922
webmestre;F;<High School;Private;Minivan;yes;0;;Highly Urban/ Urban;20/05/2022 20:57;complet;dev_express;(0, 20k€);Oui;Oui;923
tapissier d'ameublement;F;PhD;Commercial;Panel Truck;yes;0;7;Highly Urban/ Urban;22/02/2022 03:31;complet;dev_premium;(>150k€);Oui;Non;924
économe de flux;F;<High School;Private;Minivan;yes;0;6;Highly Urban/ Urban;23/02/2022 09:01;complet;dev_express;(>20k€, 40k€);Oui;Oui;925
enseignant-chercheur;M;z_High School;Private;z_SUV;no;1;1;Highly Urban/ Urban;28/03/2022 01:18;complet;dev_premium;(>60k€, 80k€);Oui;Non;926
anesthésiste-réanimateur;F;z_High School;Commercial;z_SUV;no;0;7;z_Highly Rural/ Rural;02/05/2022 08:14;complet;dev_express;(0, 20k€);Non;Non;927
ingénieur intégration satellite;F;<High School;Private;Sports Car;no;6;4;Highly Urban/ Urban;20/03/2022 06:02;complet;dev_integral;(>20k€, 40k€);Oui;Non;928
chercheur en chimie;M;z_High School;Commercial;z_SUV;no;4;10;Highly Urban/ Urban;23/04/2022 18:46;complet;dev_integral;(0, 20k€);Oui;Non;929
designer industriel industrielle;M;Bachelors;Commercial;Minivan;yes;11;7;Highly Urban/ Urban;11/04/2022 13:58;complet;dev_express;(>80k€, 100k€);Non;Non;930
commerçant en alimentation;M;Masters;Commercial;Van;no;1;12;Highly Urban/ Urban;23/04/2022 16:15;complet;dev_premium;(>40k€, 60k€);Non;Non;931
dessinateur-projeteur;M;z_High School;Commercial;Panel Truck;no;0;1;z_Highly Rural/ Rural;13/04/2022 06:30;complet;dev_express;(>20k€, 40k€);Non;Non;932
technicien réalisateur réalisatrice radio;M;Bachelors;Commercial;Pickup;yes;2;10;z_Highly Rural/ Rural;26/03/2022 17:10;complet;dev_integral;(>60k€, 80k€);Non;Non;933
technicien des industries du verre;F;Bachelors;Commercial;Panel Truck;yes;0;6;Highly Urban/ Urban;28/02/2022 13:20;complet;dev_integral;(>80k€, 100k€);Non;Non;934
technicien radioprotection;F;PhD;Private;Minivan;no;0;;Highly Urban/ Urban;18/03/2022 02:48;complet;dev_integral;(>150k€);Non;Non;935
urbaniste;M;Bachelors;Commercial;Minivan;no;4;1;Highly Urban/ Urban;17/02/2022 04:34;complet;dev_express;(>80k€, 100k€);Oui;Oui;936
restaurateur d'oeuvres d'art;M;Bachelors;Commercial;Minivan;no;4;10;Highly Urban/ Urban;23/02/2022 14:57;complet;dev_premium;(>40k€, 60k€);Non;Non;937
neurobiologiste;F;Masters;Private;Minivan;no;0;;Highly Urban/ Urban;23/01/2022 05:09;complet;dev_integral;(>60k€, 80k€);Non;Non;938
attaché de recherche clinique (ARC);M;<High School;Private;Minivan;yes;0;;Highly Urban/ Urban;03/05/2022 10:57;complet;dev_integral;(>20k€, 40k€);Oui;Non;939
responsable du back office;M;z_High School;Private;Van;yes;1;12;Highly Urban/ Urban;17/01/2022 12:09;complet;dev_premium;(>20k€, 40k€);Non;Non;940
BIM manager;M;z_High School;Commercial;z_SUV;no;1;1;Highly Urban/ Urban;17/05/2022 21:52;complet;dev_integral;(>100k€, 150k€);Non;Non;941
designer sonore;F;Bachelors;Commercial;Panel Truck;yes;3;1;Highly Urban/ Urban;08/02/2022 17:21;complet;dev_premium;(>100k€, 150k€);Oui;Oui;942
consultant SaaS;M;Bachelors;Private;z_SUV;no;0;8;Highly Urban/ Urban;06/01/2022 07:34;complet;dev_express;(>20k€, 40k€);Oui;Non;943
technicien électronicien électronicienne;F;Masters;Commercial;Pickup;no;0;;Highly Urban/ Urban;18/03/2022 04:48;complet;dev_express;(>150k€);Non;Non;944
infirmier;F;Bachelors;Private;Sports Car;no;4;8;Highly Urban/ Urban;20/04/2022 00:32;complet;dev_express;(>40k€, 60k€);Non;Non;945
gérant de portefeuille;F;Masters;Private;z_SUV;no;6;16;Highly Urban/ Urban;05/01/2022 23:57;complet;dev_integral;(>60k€, 80k€);Non;Non;946
responsable assurance qualité;F;<High School;Private;Minivan;yes;1;8;Highly Urban/ Urban;07/03/2022 13:17;complet;dev_express;(N/A - Missing Value);Oui;Non;947
agent arboricole;M;Bachelors;Private;Minivan;no;0;10;Highly Urban/ Urban;08/04/2022 06:36;complet;dev_premium;(>60k€, 80k€);Non;Non;948
chargé d'affaires en génie mécanique;F;Masters;Commercial;Panel Truck;no;3;13;Highly Urban/ Urban;13/01/2022 13:58;complet;dev_integral;(>100k€, 150k€);Non;Non;949
psychologue de l'éducation nationale spécialité éducation, développement et conseil en orientation scolaire et professionnelle;M;Masters;Private;Minivan;yes;0;19;Highly Urban/ Urban;22/01/2022 04:31;complet;dev_integral;(>100k€, 150k€);Non;Non;950
médecin humanitaire;M;Bachelors;Private;z_SUV;no;1;11;Highly Urban/ Urban;13/05/2022 07:42;complet;dev_premium;(>100k€, 150k€);Oui;Oui;951
technicien en automatismes;F;Masters;Private;z_SUV;no;2;19;Highly Urban/ Urban;01/03/2022 00:11;complet;dev_express;(>20k€, 40k€);Oui;Oui;952
inspecteur du permis de conduire et de la sécurité routière;M;<High School;Private;Sports Car;no;2;5;z_Highly Rural/ Rural;17/05/2022 00:52;complet;dev_integral;(0, 20k€);Non;Non;953
chargé de recherche et développement déchets;M;PhD;Private;Minivan;no;2;19;Highly Urban/ Urban;27/02/2022 06:06;complet;dev_integral;(>150k€);Non;Non;954
technicien céramiste;M;z_High School;Private;z_SUV;no;2;8;Highly Urban/ Urban;14/01/2022 18:08;complet;dev_express;(0, 20k€);Oui;Non;955
orthodontiste;M;Bachelors;Private;z_SUV;no;4;11;z_Highly Rural/ Rural;12/04/2022 03:39;complet;dev_vip;(0, 20k€);Oui;Oui;956
ingénieur process aval;F;Bachelors;Private;z_SUV;no;0;12;Highly Urban/ Urban;03/04/2022 21:09;complet;dev_integral;(N/A - Missing Value);Non;Non;957
technicien forestier forestière;M;<High School;Commercial;Pickup;yes;0;7;Highly Urban/ Urban;15/02/2022 06:50;complet;dev_premium;(>20k€, 40k€);Oui;Oui;958
viticulteur;F;PhD;Commercial;Panel Truck;yes;0;15;Highly Urban/ Urban;21/04/2022 08:04;complet;dev_express;(>60k€, 80k€);Non;Non;959
géophysicien;M;z_High School;Private;Sports Car;no;0;1;z_Highly Rural/ Rural;13/04/2022 17:06;complet;dev_premium;(0, 20k€);Oui;Non;960
auditeur interne;M;Bachelors;Commercial;Minivan;yes;2;8;Highly Urban/ Urban;11/02/2022 09:08;complet;dev_premium;(0, 20k€);Non;Non;961
ouvrier agricole;F;z_High School;Commercial;Pickup;yes;6;1;Highly Urban/ Urban;13/02/2022 07:43;complet;dev_premium;(>40k€, 60k€);Non;Non;962
pédicure-podologue;M;PhD;Private;z_SUV;no;1;15;Highly Urban/ Urban;16/05/2022 04:25;complet;dev_premium;(>100k€, 150k€);Non;Non;963
géologue;F;Masters;Private;Minivan;no;0;20;Highly Urban/ Urban;18/03/2022 14:59;complet;dev_integral;(>150k€);Oui;Oui;964
sellier;F;<High School;Private;Minivan;no;5;;Highly Urban/ Urban;18/01/2022 16:49;complet;dev_express;(>60k€, 80k€);Non;Non;965
ingénieur forage;F;PhD;Commercial;Panel Truck;no;1;12;Highly Urban/ Urban;23/05/2022 10:42;complet;dev_express;(>150k€);Non;Non;966
agent de sécurité;M;PhD;Private;z_SUV;no;0;16;Highly Urban/ Urban;16/03/2022 01:51;complet;dev_express;(>150k€);Non;Non;967
chargé de recherche en recrutement;M;PhD;Private;Sports Car;yes;0;;Highly Urban/ Urban;04/04/2022 23:29;complet;dev_integral;(>150k€);Non;Non;968
opérateur sur machine à commande numérique;M;<High School;Private;Sports Car;no;0;1;Highly Urban/ Urban;31/03/2022 19:33;complet;dev_integral;(>20k€, 40k€);Oui;Non;969
chef de projet éolien;F;Masters;Private;Minivan;no;1;22;Highly Urban/ Urban;28/02/2022 17:00;complet;dev_express;(>60k€, 80k€);Non;Non;970
auxiliaire spécialisé vétérinaire;M;z_High School;Private;Minivan;yes;0;1;z_Highly Rural/ Rural;16/04/2022 11:32;complet;dev_premium;(>40k€, 60k€);Non;Non;971
orfèvre;F;Masters;Private;z_SUV;no;4;15;Highly Urban/ Urban;12/02/2022 15:16;complet;dev_premium;(>40k€, 60k€);Non;Non;972
webmestre;M;Bachelors;Private;z_SUV;no;0;13;z_Highly Rural/ Rural;29/01/2022 14:32;complet;dev_express;(0, 20k€);Non;Non;973
bactériologiste;F;z_High School;Private;z_SUV;no;0;1;Highly Urban/ Urban;30/04/2022 23:46;complet;dev_express;(0, 20k€);Non;Non;974
scénariste;F;Masters;Commercial;Van;no;0;18;Highly Urban/ Urban;25/02/2022 17:52;complet;dev_integral;(>80k€, 100k€);Non;Non;975
géomaticien;M;z_High School;Private;Pickup;yes;3;1;Highly Urban/ Urban;30/04/2022 20:11;complet;dev_express;(>20k€, 40k€);Oui;Non;976
puériculteur;F;Masters;Private;Minivan;no;2;17;Highly Urban/ Urban;25/02/2022 11:45;complet;dev_express;(>80k€, 100k€);Non;Non;977
chef d'exploitation des remontées mécaniques;F;<High School;Private;Minivan;no;1;1;z_Highly Rural/ Rural;06/05/2022 12:51;complet;dev_integral;(>20k€, 40k€);Non;Non;978
carreleur;F;<High School;Private;Pickup;yes;2;1;Highly Urban/ Urban;16/03/2022 23:26;complet;dev_integral;(0, 20k€);Oui;Oui;979
secrétaire de rédaction;F;z_High School;Private;Minivan;no;0;7;Highly Urban/ Urban;06/04/2022 16:10;complet;dev_integral;(>20k€, 40k€);Non;Non;980
contrôleur technique automobile;F;Bachelors;Private;Minivan;no;5;13;Highly Urban/ Urban;06/03/2022 01:34;complet;dev_integral;(>60k€, 80k€);Non;Non;981
paysagiste;M;PhD;Private;Minivan;yes;0;16;Highly Urban/ Urban;04/03/2022 02:26;complet;dev_express;(>150k€);Non;Non;982
technicien logistique;F;Bachelors;Private;Sports Car;no;0;10;Highly Urban/ Urban;06/05/2022 07:53;complet;dev_express;(>60k€, 80k€);Non;Non;983
apiculteur;F;Masters;Private;Pickup;no;3;21;Highly Urban/ Urban;01/02/2022 02:51;complet;dev_integral;(>60k€, 80k€);Oui;Non;984
ingénieur en énergie solaire;M;PhD;Commercial;Panel Truck;no;1;23;Highly Urban/ Urban;16/03/2022 12:50;complet;dev_express;(>100k€, 150k€);Oui;Non;985
animateur de radio et de télévision;F;<High School;Commercial;Panel Truck;no;2;8;Highly Urban/ Urban;13/03/2022 03:20;complet;dev_premium;(>40k€, 60k€);Non;Non;986
fleuriste;M;z_High School;Commercial;Pickup;no;0;1;Highly Urban/ Urban;16/04/2022 09:07;complet;dev_integral;(>60k€, 80k€);Non;Non;987
étanchéiste;M;Bachelors;Commercial;Panel Truck;yes;3;1;Highly Urban/ Urban;05/03/2022 10:49;complet;dev_express;(>60k€, 80k€);Non;Non;988
attaché de presse;M;Masters;Private;Minivan;no;6;17;Highly Urban/ Urban;19/03/2022 05:51;complet;dev_express;(>100k€, 150k€);Non;Non;989
ingénieur en construction navale;F;z_High School;Commercial;Pickup;no;0;1;z_Highly Rural/ Rural;01/05/2022 13:37;complet;dev_premium;(0, 20k€);Oui;Non;990
chargé de veille législative et réglementaire;M;Bachelors;Commercial;Sports Car;no;5;9;Highly Urban/ Urban;19/01/2022 12:58;complet;dev_integral;(>20k€, 40k€);Non;Non;991
juge des contentieux de la protection;F;z_High School;Private;Pickup;yes;3;11;Highly Urban/ Urban;23/01/2022 02:06;complet;dev_integral;(>20k€, 40k€);Non;Non;992
psychologue de l'Éducation nationale spécialité éducation, développement et apprentissages;F;z_High School;Private;Minivan;no;0;1;Highly Urban/ Urban;15/03/2022 01:06;complet;dev_integral;(N/A - Missing Value);Non;Non;993
auxiliaire de puériculture;F;z_High School;Commercial;Sports Car;no;0;1;Highly Urban/ Urban;14/01/2022 13:28;complet;dev_integral;(>40k€, 60k€);Non;Non;994
directeur d'accueil collectif de mineurs (ACM);M;z_High School;Private;Sports Car;no;3;1;Highly Urban/ Urban;22/01/2022 06:26;complet;dev_express;(>20k€, 40k€);Non;Non;995
généalogiste;F;Bachelors;Private;Sports Car;no;0;15;Highly Urban/ Urban;03/03/2022 16:50;complet;dev_integral;(>80k€, 100k€);Non;Non;996
mandataire judiciaire;M;z_High School;Private;z_SUV;no;1;8;z_Highly Rural/ Rural;01/04/2022 06:27;complet;dev_integral;(N/A - Missing Value);Oui;Non;997
ingénieur en génie climatique;M;Masters;Commercial;Van;yes;2;1;Highly Urban/ Urban;06/04/2022 11:25;complet;dev_integral;(>60k€, 80k€);Non;Non;998
responsable de laboratoire de recherche;M;Masters;Commercial;Pickup;no;0;16;Highly Urban/ Urban;16/05/2022 07:44;complet;dev_express;(>100k€, 150k€);Non;Non;999
